247.5,1,41.33,2,Poznań Winogrady ul. Żniwna,KUPUJĄCY NIE PŁACI PROWIZJI Przedmiotowa nieruchomość zlokalizowana jest w północnej części miasta Poznania przy ulicy Żniwnej. Bezpośrednie sąsiedztwo nieruchomości stanowią tereny zabudowy mieszkaniowej jednorodzinnej oraz wielorodzinnej..., drugie piętro 
255.0,2,58.0,2,Poznań ul. Rolna,Polecam do sprzedaży przestronne słoneczne mieszkanie przy ul. Rolnej w budynkach powojskowych . Duże dwa pokoje o pow ok 18 i 20 m2 oraz spora kuchnia z dużym oknem łazienka z wanną . Piec gazowy dwufunkcyjny firmy Junkers w łazience...., drugie piętro 
220.0,2,43.7,2,Poznań Nowe Miasto Rataje,Na sprzedaż do remontu dwupokojowe mieszkanie na osiedlu Piastowskim! Budynek z 1969 roku. Mieszkanie o powierzchni 43 7m2 składające się z: - przedpokoju 6 0 m2 - łazienki 2 9 m2 - kuchni 4 5 m2 - pokoju 16 0 m2 - pokoju 14 3 m2 Do..., drugie piętro 
210.0,2,38.0,2,Poznań Łazarz ul. Łukaszewicza,Zapraszam do zapoznania się z ofertą mieszkania 2 pokojowego zlokalizowanego na 2 piętrze w niskim bloku przy ulicy Łukaszewicza. Na pełen metraż 38 m2 składają się z 2 niezależne pokoje (pow ok 12m2 12m2) kuchnia korytarz łazienka...., drugie piętro 
178.0,1,26.0,2,Poznań Nowe Miasto ul. Śródka,Polecam do sprzedaży kawalerkę w kamienicy w atrakcyjnej lokalizacji na poznańskiej Śródce. Lokal o pow. ok. 26m2 i wysokość 2 8m znajduje się na 2 piętrze w kamienicy (bez windy) składa się z otwartego salonu z aneksem kuchennym ok. 16 5m2 z..., drugie piętro 
210.0,1,40.7,2,Poznań Grunwald ul. Grochowska 46,Wystawiam na sprzedaż – bezpośrednio - przestronną kawalerkę o metrażu 40 7 m2 która mieści się na drugim piętrze czteropiętrowego bloku przy ulicy Grochowskiej 46/11. Lokalizacja Mieszkanie posiada okna i balkon zwrócone na wschód. Rozpościera..., drugie piętro 
397.0,3,91.0,2,Poznań Wilda ul. Fabryczna,Polecam do kupna atrakcyjne mieszkanie znajdujące się w kamienicy na Widzie przy spokojnej ulicy. Mieszkanie usytuowane jest na drugim piętrze w czteropiętrowej kamienicy częściowo wyremontowanej. Powierzchnia - 91 m2. Trzy niezależne duże..., drugie piętro 
210.0,2,50.0,2,Poznań Ogrody Jeżyce ul. Szamotulska,Zapraszam do zapoznania się z ofertą sprzedaży przestronnego mieszkania położonego w pobliżu ulicy Szamotulskiej w Poznaniu. Atrakcyjne położenie budynku wśród otaczającej zieleni zapewnia ciszę i spokój a bliskość przystanków komunikacji..., drugie piętro 
340.0,3,65.0,2,Poznań Winogrady ul. Os. Kosmonautów,Polecam na sprzedaż 3 pokojowe mieszkanie znajdujące się na 2 piętrze w niskim bloku na poznańskim osiedlu Kosmonautów. Jego powierzchnia to 64 8 m2 w skład której wchodzi: salon z balkonem (ok.25m2); sypialnia (ok.12m2); sypialnia (ok.11m2);..., drugie piętro 
340.0,1,74.0,2,Poznań Poznań ul. Sobieskiego,Witam i polecam przestronne mieszkanie 3 pokojowe w wysokim bloku z windą na 2 piętrze- Piątkowo- Os.Sobieskiego - 3 min. do przystanku tramwajowego pestka jednak blok położony z daleka od zgiełku ulic. Teren wokół budynku zadbany przed..., drugie piętro 
270.108,2,44.28,2,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania, drugie piętro 
320.0,2,46.0,2,Poznań Winogrady ul. Żniwna - Modernistyczny Budynek !!!,OFERTA LICENCJONOWANEGO POŚREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI. Biuro NIERUCHOMOŚCI NR 1 poleca do sprzedaży 9 mieszkań w jednym budynku o powierzchni od 35 do 56 mkw piętra od parteru do trzeciego!!! ATRAKCYJNE CENY !!! I DUŻE..., drugie piętro 
225.0,2,37.4,2,Poznań Grunwald ul. Bułgarska,Serdecznie polecam na sprzedaż mieszkanie w spokojnej zielonej okolicy na Grunwaldzie. Mieszkanie o metrażu 37 4mkw składa się z dwóch pokoi kuchni łazienki oraz przedpokoju. Znajduję się na 2 piętrze niskiego zadbanego bloku. Budynek został..., drugie piętro 
210.0,2,44.0,2,Poznań Rataje ul. Os. Bohaterów Ii Wojny Światowej,Zachęcam do zapoznania się z ofertą sprzedaży mieszkania na poznańskich Ratajach os. Bohaterów II Wojny Światowej. Lokal znajduje się na II piętrze w 10-cio piętrowej desce. Na 44 m2 składają się 2 niezależne pokoje w tym z jednego przejście do..., drugie piętro 
399.0,3,60.7,2,Poznań Jeżyce Winiary ul. Tadeusza Rejtana,*** 3 POKOJE *** między PST a trasą 9 11 *** POD KLUCZ *** Funkcjonalne rozkładowe mieszkanie trzypokojowe w miejscowości Poznań w dzielnicy Jeżyce-Winiary. Mieszkanie położone jest na drugim piętrze w trzypiętrowym bloku z..., drugie piętro 
245.7,3,58.5,2,Poznań ul. Mostowa,Polecam na sprzedaż klimatyczne poddasze. Zlokalizowane w samym centrum w odrestaurowanej kamienicy. Standard lokalu - dobry na podłogach panele łazienka płytki. Lokal składa się z trzech dwóch niezależnych pomieszczeń kuchni pokoju..., drugie piętro 
469.0,4,92.0,2,Poznań Różany Potok ul. Drewsa,Polecam do sprzedaży mieszkanie 4 pokojowe położone w doskonałej lokalizacji wśród zieleni na cichym i spokojnym osiedlu Różany Potok znajdujące się na 2 piętrze w trzypiętrowy blok z cegły. Mieszkanie o powierzchnia 92 8 m 2 składa się : z..., drugie piętro 
245.0,2,46.0,2,Poznań Podolany ul. 2 Pokoje Cicha Okolica ( Jezioro! ),Na sprzedaż przestronne słoneczne mieszkanie położone na 2 piętrze w bloku w spokojnej i cichej dzielnicy Podolany w Poznaniu. Na powierzchnię 46 m2 składa się pokój dzienny z aneksem kuchennym sypialnia oraz łazienka. Mieszkanie z widokiem na..., drugie piętro 
531.544,2,45.47,2,Poznań Stare Miasto ul. Dominikańska,Zapraszamy do zapoznania się z nową inwestycją firmy Jakś-Bud! Dominikańska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie już od 7.960 zł./m2 brutto. Ulica Dominikańska znajduje się w samym sercu Poznania i..., drugie piętro 
399.0,2,66.7,2,Poznań Jeżyce ul. Dąbrowskiego,Ciche mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Jeżyce. Dwa pokoje okna wychodzące na zachód; widok na inne budynki. Standard wykończenia: Ściany - tynk strukturalny; Podłogi - wylewka samopoziomująca; Okna - PCV;..., drugie piętro 
182.247,1,37.6,2,Poznań Grunwald ul. Promienista,Mieszkanie dostępne w ramach MDM na rynku wtórnym. Szacunkowe kwoty dopłat: a) singiel 20 000 PLN - wówczas cena 1 m2 wyniesie 4315 PLN/m2 b) małżeństwo z jednym dzieckiem 30 000 PLN - wówczas cena 1 m2 wyniesie 4049 PLN/m2 Polecam do..., drugie piętro 
195.0,2,38.3,2,Poznań Winogrady ul. Os. Pod Lipami,DOSKONAŁA LOKALIZACJA NA OS. POD LIPAMI UKŁAD NIEZALEŻNY. Polecam do sprzedaży mieszkanie pokojowe położone na 2 piętrze w jedenastopiętrowym budynku na os. Pod Lipami. Budynek ocieplony. W mieszkaniu do każdego pokoju oraz kuchni i łazienki..., drugie piętro 
236.6,1,36.0,2,Poznań Jeżyce,Polecamy!!!! Kawalerka na II piętrze odnowionej kamienicy przy ul. Jackowskiego na poznańskich Jeżycach. Kamienica datowana na 1902 rok została gruntownie zrewitalizowana. Zadbano o najmniejsze szczegóły gdzie tylko to było możliwe starano..., drugie piętro 
274.0,2,55.8,2,Poznań Centrum ul. Kościuszki,OFERTA LICENCJONOWANEGO POŚREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI Polecam na sprzedaż 2 pokojowe mieszkanie o pow 55 8 m2 położone na 2 piętrze w niskim bloku przy ul. Kościuszki ( ścisłe centrum) w Poznaniu. W skład mieszkania wchodzi:..., drugie piętro 
311.76599999999996,3,54.6,2,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania, drugie piętro 
351.0,2,62.5,2,Poznań Poznań-Grunwald ul. Jana Matejki,Oferta sprzedaży mieszkania o łącznej powierzchni 62 5 m2 na 2 piętrze rewitalizowanej zabytkowej kamienicy położonej przy ulicy Matejki jednej z najelegantszych ulic śródmieścia Poznania złożonej głównie z secesyjnych kamienic w..., drugie piętro 
220.0,1,30.0,2,Poznań Górczyn ul. Hetmańska / Głogowska,Doskonała lokalizacja świetny punkt komunikacyjny u zbiegu ulic: Hetmańska / Głogowska - polecam do sprzedaży bardzo ładną nowszą kawalerkę wybudowaną w 2007 roku ( blok z windą). Mieszkanie o powierzchni 30 m2 składające się z jasnej ..., drugie piętro 
389.0,3,60.0,2,Poznań Poznań-Grunwald ul. Jana Matejki,Oferta sprzedaży mieszkania o łącznej powierzchni 60 m2 na 2 piętrze rewitalizowanej zabytkowej kamienicy położonej przy ulicy Matejki jednej z najelegantszych ulic śródmieścia Poznania złożonej głównie z secesyjnych kamienic w bezpośredniej..., drugie piętro 
183.0,1,37.0,2,Poznań Grunwals ul. Raszyńska,Mieszkanie na Grunwaldzie 2 piętro z balkonem. Aktualnie 1 duży pokój ( pierwotnie mieszkanie 2 pokojowe ) Niskie koszty utrzymania miesięczne 250-300 PLN w tym jest czynsz ogrzewanie woda i śmieci. Mieszkanie ciepłe (cegła) ciche w..., drugie piętro 
230.0,2,41.2,2,Poznań Grunwald ul. Hetmańska,MIESZKANIE PO GENERALNYM REMONCIE W ZREWITALIZOWANEJ KAMIENICY. MOŻLIWA OPCJA ZAKUPU Z SYSTEMIE MDM. Mieszkanie położone w dobrze skomunikowanej dzielnicy leżącej na obrzeżach Centrum Poznaniu tj. na Górczynie. Kamienica w pełni odrestaurowana..., drugie piętro 
239.0,2,42.0,2,Poznań Jeżyce Sołacz Centrum Winogrady Ogrody ul. Dąbrowskiego - Niski Blok!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu 2 pokojowe mieszkanie położone na Jeżycach ( ul. Dąbrowskiego ). Na 42 m2 składają się dwa ustawne pokoje osobna..., drugie piętro 
265.0,3,47.0,2,Poznań Rataje Zawady Debiec Centrum ul. Powstań Narodowych Os.,Polecam na sprzedaż mieszkanie 3 pokojowe 47m na os Powstań Narodowych Rataje. Drugie piętro w czterokondygnacyjnym bloku. Trzy niezależne pokoje 15m 11m 7.6m kuchnia łazienka po remoncie i przestronny korytarz. Nowe drewniane okna.Na..., drugie piętro 
239.0,2,42.0,2,Poznań Rataje ul. Os. Lecha,Rozkładowe jasne mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Rataje. Dwa pokoje okna wychodzące na południe; widok na inne budynki. Standard wykończenia: Ściany - tapeta; Podłogi - PCV; Okna - drewniane; Parapety -..., drugie piętro 
275.0,3,64.0,2,Poznań Rataje ul. Stare Żegrze,Na sprzedaż mieszkanie o powierzchni 64m2 położone na 2 piętrze w wysokim bloku na os. Stare Żegrze. Rozkład mieszkania: 3 niezależne pokoje o powierzchni ok.24m2 11 m2 10m2 jasna kuchnia o powierzchni ok.7m2 łazienka wc duży korytarz...., drugie piętro 
200.0,1,29.0,2,Poznań Grunwald,UWAGA! OFERTA W PROGRAMIE 0% PROWIZJI . KOSZTY UMOWY POŚREDNICTWA PONOSI WŁAŚCICIEL NIERUCHOMOŚCI. | Na sprzedaż nowe mieszkanie z możliwością dodania tarasu o powierzchni 12 m2 wydzielenia małej sypialni. Wewnątrz 2 okna balkonowe o..., drugie piętro 
438.691,3,77.4,2,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób..., drugie piętro 
340.0,3,65.0,2,Poznań Winogrady ul. Kosmonautów,WINOGRADY - funkcjonalne mieszkanie na II piętrze. Zaletami nieruchomości są: lokalizacja i rozkład pomieszczeń. Lokalizacja przy rondzie Solidarności i funkcjonale 3-pokojowe mieszkanie przerobione z 4 potwierdzają atrakcyjność nieruchomości...., drugie piętro 
431.865,3,68.55,2,Poznań Nowe Miasto ul. Milczańska,0% od kupującego!!! MALTA FOUNTAIN - 0% od kupującego - ZADZWOŃ I ZAPYTAJ O SZCZEGÓŁY OFERTY! MALTA FOUNTAIN to nowa inwestycja mieszkaniowa na mapie Poznania zlokalizowana w najbardziej atrakcyjnej części dzielnicy Nowe Miasto przy ul...., drugie piętro 
399.0,4,86.0,2,Poznań Nowe Miasto ul. Ziemowita,Miejsce położone bardzo blisko centrum ale nigdy nie poczujesz się tu jak w mieście. Polecam elegancki apartament położony w kompleksie nowych bloków ul.Ziemowita- dzielnica Nowe Miasto-Antoninek w Poznaniu. Mieszkanie znajduje się w nowym bloku..., drugie piętro 
300.0,3,73.4,2,Poznań Grunwald ul. Hetmańska,Rozkładowe ciche mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Trzy pokoje okna wychodzące na północ południe wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - boazeria glazura ..., drugie piętro 
299.0,2,49.0,2,Poznań Naramowice,Polecamy!!! Lokal w pełni umeblowany o bardzo dobrym układzie na który składa się salon z balkonem i aneksem kuchennym (z możliwością zabudowania przy niewielkim wkładzie finansowym i uzyskania osobnego pomieszczenia) sypialnia przedpokój i..., drugie piętro 
240.0,2,39.0,2,Poznań Wilda Dębiec ul. Czeremchowa,Oferuję na sprzedaż dwupokojowe mieszkanie przy ul. Czeremchowa. Mieszkanie jest w stanie deweloperskim. Mieszkanie na drugim piętrze czteropiętrowego bloku z 2015 roku. Mieszkanie składa się z dwóch pokoi kuchni łazienki przedpokoju o..., drugie piętro 
333.06,2,79.3,2,Poznań Centrum ul. Mostowa,Rozkładowe przestronne mieszkanie na drugim piętrze w kamienicy w Poznaniu w dzielnicy Centrum. Dwa pokoje okna wychodzące na wschód zachód; widok na zieleń miejską. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - deska; Okna -..., drugie piętro 
285.0,3,48.0,2,Poznań Winogrady Winiary Piatkowo Sołacz ul. Przyjaźni,Polecam na sprzedaż bardzo ładne mieszkanie 3 pokojowe na osiedlu os. Przyjaźni na poznańskich Winogradach. Lokal położony w niskim bloku na drugim piętrze w niskim bloku. Na powierzchnię mieszkania 48m2 składają się: 3 pokoje o pow. 15m2;..., drugie piętro 
260.0,2,43.0,2,Poznań Grunwald Centrum Łazarz Ogrody Górczyn ul. Kuźnicza - Polecam!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu 2 pokojowe mieszkanie położone na Grunwald ( ul. Kuźnicza ). Na 43 m2 składają się dwa ustawne i nieprzechodnie..., drugie piętro 
402.0,3,67.0,2,Poznań Ogrody,Na sprzedaż trzypokojowe mieszkanie położone na drugim piętrze w nowoczesnym budynku z windą o podwyższonym standardzie. Zamknięte chronione osiedle. Mieszkanie składa się z: pokoju dziennego połączonego z bardzo dużym balkonem 2 sypialni ..., drugie piętro 
459.0,3,64.4,2,Poznań Naramowice ul. Błażeja,Polecam na sprzedaż luksusowe 3-pokojowe mieszkanie w poznańskich Naramowicach przy ul. Błażeja. Lokal zajmuje powierzchnię 64 4 mkw. i znajduje się na 2 piętrze niskiego budynku. Składa się z 3 pokoi: 2 niezależnych sypialni oraz salonu z..., drugie piętro 
219.0,2,49.0,2,Poznań Łazarz ul. Ciche I Słoneczne W Oficynie Blisko Mtp,Na sprzedaż bardzo ciekawe mieszkanie o pow. ok 49 m2 na 2 piętrze oficyny bardzo dobrze utrzymanej kamienicy z 1906 r. blisko węzła komunikacyjnego – most dworcowy w okolicy Targów dworca i Galerii Poznań City Center – ul. Małeckiego. Oferta..., drugie piętro 
299.0,3,51.53,2,Poznań Górczyn ul. Daleka,Polecamy atrakcyjną ofertę sprzedaży mieszkań w stanie deweloperskim. 0 zł podatku PCC 0 % prowizji Bieżąca oferta obejmuje trzypokojowy lokal o powierzchni użytkowej 51 53 m2 położony na drugim piętrze nowoczesnego osiedla budynków..., drugie piętro 
325.0,2,50.0,2,Poznań Jeżyce ul. Nowy Świat Ogrody Jeżyce,Polecam do sprzedaży bardzo ładne funkcjonalne 2 pokojowe mieszkanie w układzie niezależnym zlokalizowane przy ulicy Nowy Świat. Mieszkanie o pow. 50 m2 znajduje się na 2 piętrze w niskim bloku z cegły. LOKALIZACJA: Doskonała! W pobliżu..., drugie piętro 
436.51800000000003,3,71.69,2,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,3-POKOJOWE - GOTOWE DO ODBIORU nr mieszkania: F/85 cena brutto: 451.518 02 zł CENA PROMOCYJNA DO KOŃCA WRZEŚNIA: 436.518 02 zł BRUTTO kondygnacja: II piętro balkon: tak komórka lokatorska: 3 52 m2 wliczona w cenę mieszkania dodatkowe opcje: -..., drugie piętro 
402.0,3,67.0,2,Poznań Jeżyce,Na sprzedaż trzypokojowe mieszkanie położone na drugim piętrze w nowoczesnym budynku z windą o podwyższonym standardzie. Zamknięte chronione osiedle. Mieszkanie składa się z: pokoju dziennego połączonego z bardzo dużym balkonem 2 sypialni ..., drugie piętro 
235.582,2,38.62,2,Poznań Winogrady ul. Lechicka Okolice,0% prowizji od Kupującego! Polecam na sprzedaż mieszkania na nowym osiedlu w Poznaniu. Inwestycja to połączenie ciekawej architektury z funkcjonalnym i przestrzennym wnętrzem. Mieszkania od 25m2 do 126m2 z ogródkami lub balkonami/tarasami...., drugie piętro 
419.0,3,64.77,2,Poznań Naramowice ul. Mieszkanie W Wysokim Standardzie,Dominanta Nieruchomości tel. 604 174 736 Polecam do kupna przestronne gustownie urządzone mieszkanie na Poznańskich Naramowicach. Mieszkanie o łącznej powierzchni 64 77 m2 składa się z trzech pokoi (jeden pokój z balkonem) kuchni łazienki..., drugie piętro 
280.0,2,42.4,2,Poznań Zieliniec ul. Świętowidzka,Dwupokojowe mieszkanie 42 40 m2 w Leśnej Willi (Zieliniec) z dużym tarasem!!!!! Lokal znajduje się w nowym dwupiętrowym budynku na ostatnim piętrze. Metraż pomieszczeń: pokoje 15 52 m2; 8 6 m2; kuchnia 10 84 m2 łazienka 4 5 m2 korytarz 3 m2...., drugie piętro 
676.0,3,104.0,2,Poznań Centrum ul. Kopernika,Lokal mieszkalny który użytkowany był wcześniej jako lokal użytkowy - biuro agencji reklamowej. Świetna lokalizacja zarówno na firmę jak i na mieszkanie - ścisłe centrum miasta przy ul. Kopernika (w sąsiedztwie ulic Strzeleckiej oraz Łąkowej)...., drugie piętro 
380.0,3,91.3,2,Poznań Piątkowo ul. Stróżyńskiego,Rozkładowe dwupoziomowe mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Piątkowo. Trzy pokoje okna wychodzące na północ południe; widok na inne budynki. Powierzchnia użytkowa: 51 6 m2. Standard wykończenia: Ściany -..., drugie piętro 
315.0,4,73.6,2,Poznań Rataje ul. Rataje Os. Stare Żegrze Atrakcyjne,OFERTA ZABLOKOWANA Przedmiotem sprzedaży jest ładne rozkładowo mieszkanie 4 pokojowe o powierzchni 73 60m2 położone na 2 piętrze niskiego bloku na osiedlu Stare Żegrze w dzielnicy Rataje. Blok położony w okolicy niskich bloków i zieleni. Stan..., drugie piętro 
299.0,2,48.0,2,Poznań Grunwald Jeżyce Centrum Sołacz ul. Osobna Kuchnia Uniwersytet Medyczny,Drodzy Państwo mam przyjemność zaproponować mieszkanie położone na Poznańskim Grunwaldzie (ul. Bukowska) położenie to gwarantuje szybki dojazd do Centrum oraz innych ważnych części miasta poprzez dobrze rozwiniętą komunikację miejską. Na miejscu..., drugie piętro 
247.0,1,41.0,2,Poznań Winogrady ul. Żniwna - Atrakcyjna Lokalizacja!,OFERTA LICENCJONOWANEGO POŚREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI. Biuro NIERUCHOMOŚCI NR 1 poleca do sprzedaży 9 mieszkań w jednym budynku o powierzchni od 35 do 56 mkw piętra od parteru do trzeciego!!! ATRAKCYJNE CENY !!! I DUŻE..., drugie piętro 
350.0,2,56.0,2,Poznań Stare Miasto Piątkowo,| Polecam kupno mieszkania o wysokim standardzie położonego na osiedlu z 2010 roku na poznańskim Piątkowie. Mieszkanie starannie wykończone salon połączony z kuchnią (z możliwością łatwego rozdzielenia)19 m2 sypialnia 17 m2. Mieszkanie..., drugie piętro 
191.0,2,45.0,2,Poznań Grunwald ul. Raszyńska,Sprzedam mieszkanie dwupokojowe w Poznaniu na Grunwaldzie przy ul. Raszyńskiej. Mieszkanie o pow. 45m2 położone na 2 piętrze w niskim czteropiętrowym budynku z cegły. Budynek ocieplony i otynkowany. Mieszkanie składa się z 2 pokoi( ok. 20m2 i..., drugie piętro 
325.0,4,70.0,2,Poznań Stare Miasto ul. Os. Bolesława Śmiałego,Mieszkanie 4-pok. w atrakcyjnej lokalizacji (w pobliżu las i basen) Do sprzedaży mieszkanie o powierzchni całkowitej 70 m2. Cena sprzedaży wynosi 325 000 zł. Mieszkanie znajduje się w bloku z cegły z 1990r. na 2 piętrze. Mieszkanie jest..., drugie piętro 
371.0,3,47.0,2,Poznań Łazarz ul. Grottgera 15/19,Najbardziej Prestiżowy Adres w Poznaniu!! Przedstawiamy Państwu Kamienicę przy ul. Artura Grottgera 15 w reprezentatywnej dzielnicy Łazarz która znajduję się w strefie historycznej Maxa Johowa znanej jako Johow-Gelande - w samym centrum..., drugie piętro 
257.0,2,63.0,2,Poznań Wilda ul. Sikorskiego,BEZPIECZNA TRANSAKCJA TYLKO Z LICENCJONOWANYM POŚREDNIKIEM!!! Na sprzedaż mieszkanie PO REMONCIE. o pow. 63m2 przy ul. Sikorskiego. W skład nieruchomości wchodzą: - pokój dzienny ok. 25m2 - kuchnia - sypialnia ok. 16m2 z dużą szafą w..., drugie piętro 
278.0,3,60.0,2,Poznań Poznań-Nowe Miasto ul. Falista,Polecam mieszkanie na sprzedaż. Mieszkanie znajduje się przy ul. Falistej na Ratajach na drugim piętrze w 8-piętrowym bloku Powierzchnia mieszkania 60 m2. Mieszkanie ma b. dobry rozkład - 3 pokoje niezależne o pow. 18m2 z balkonem 10m2 i 9m2 ..., drugie piętro 
450.0,4,102.3,2,Poznań Łazarz ul. Sczanieckiej Poddasze Do Adaptacji,Gorąco polecam do kupna wyjątkowe mieszkanie na 2 piętrze kamienicy z lat 40stych w najbardziej pożądanej lokalizacji w centrum – Łazarz blisko Areny i Parku Kasprowicza – ul. Emilii Sczanieckiej. Łączna powierzchnia to 102 3 m2 na którą..., drugie piętro 
364.981,3,71.52,2,Poznań Centrum,NAJWIĘKSZA OFERTA RYNKU PIERWOTNEGO W WIELKOPOLSCE !!! PONAD 50 INWESTYCJI DEWELOPERSKICH W POZNANIU I OKOLICACH W JEDNYM MIEJSCU !!! U NAS W BIURZE : - zapoznasz się z aktualną ofertą ponad 30 deweloperów - wspólnie z doradcą wybierzesz..., drugie piętro 
207.0,2,38.0,2,Poznań Grunwald Górczyn Łazarz ul. Bułgarska Ul,POLECAM NA SPZREDAŻ mieszkanie w spokojnej zielonej okolicy. Lokal jest odświeżony i odmalowany gotowy do zamieszkania od zaraz. Budynek został ocieplony klatka schodowa wyposażona w elektroniczny domofon na kod. Mieszkanie znajduje się na..., drugie piętro 
